st_abb,st_code,county_name,month,tavg_f
NE,31,Cuming,11,35.9
NE,31,Cuming,12,23.4
NE,31,Custer,1,24.3
NE,31,Custer,2,27.8
NE,31,Custer,3,36.7
NE,31,Custer,4,47.0
NE,31,Custer,5,57.6
NE,31,Custer,6,67.7
NE,31,Custer,7,73.5
NE,31,Custer,8,71.6
NE,31,Custer,9,62.0
NE,31,Custer,10,49.3
NE,31,Custer,11,35.8
NE,31,Custer,12,25.4
NE,31,Dakota,1,19.9
NE,31,Dakota,2,24.5
NE,31,Dakota,3,35.6
NE,31,Dakota,4,48.5
NE,31,Dakota,5,60.3
NE,31,Dakota,6,70.3
NE,31,Dakota,7,74.5
NE,31,Dakota,8,72.2
NE,31,Dakota,9,63.2
NE,31,Dakota,10,50.7
NE,31,Dakota,11,35.8
NE,31,Dakota,12,22.8
NE,31,Dawes,1,26.2
NE,31,Dawes,2,28.5
NE,31,Dawes,3,36.5
NE,31,Dawes,4,45.3
NE,31,Dawes,5,55.3
NE,31,Dawes,6,65.3
NE,31,Dawes,7,73.3
NE,31,Dawes,8,71.8
NE,31,Dawes,9,61.3
NE,31,Dawes,10,48.3
NE,31,Dawes,11,35.7
NE,31,Dawes,12,26.2
NE,31,Dawson,1,25.4
NE,31,Dawson,2,29.1
NE,31,Dawson,3,38.2
NE,31,Dawson,4,48.4
NE,31,Dawson,5,58.9
NE,31,Dawson,6,69.0
NE,31,Dawson,7,74.5
NE,31,Dawson,8,72.4
NE,31,Dawson,9,63.1
NE,31,Dawson,10,50.6
NE,31,Dawson,11,37.2
NE,31,Dawson,12,26.7
NE,31,Deuel,1,27.3
NE,31,Deuel,2,30.4
NE,31,Deuel,3,38.6
NE,31,Deuel,4,47.4
NE,31,Deuel,5,57.4
NE,31,Deuel,6,67.4
NE,31,Deuel,7,74.3
NE,31,Deuel,8,72.5
NE,31,Deuel,9,62.5
NE,31,Deuel,10,49.7
NE,31,Deuel,11,37.0
NE,31,Deuel,12,27.1
NE,31,Dixon,1,19.7
NE,31,Dixon,2,24.4
NE,31,Dixon,3,35.0
NE,31,Dixon,4,47.7
NE,31,Dixon,5,59.4
NE,31,Dixon,6,69.5
NE,31,Dixon,7,73.9
NE,31,Dixon,8,71.6
NE,31,Dixon,9,62.6
NE,31,Dixon,10,50.2
NE,31,Dixon,11,35.2
NE,31,Dixon,12,22.6
NE,31,Dodge,1,21.8
NE,31,Dodge,2,26.2
NE,31,Dodge,3,37.2
NE,31,Dodge,4,49.6
NE,31,Dodge,5,60.7
NE,31,Dodge,6,70.9
NE,31,Dodge,7,75.4
NE,31,Dodge,8,72.8
NE,31,Dodge,9,63.8
NE,31,Dodge,10,51.6
NE,31,Dodge,11,37.1
NE,31,Dodge,12,24.6
NE,31,Douglas,1,22.7
NE,31,Douglas,2,27.1
NE,31,Douglas,3,38.2
NE,31,Douglas,4,50.6
NE,31,Douglas,5,61.5
NE,31,Douglas,6,71.5
NE,31,Douglas,7,76.0
NE,31,Douglas,8,73.7
NE,31,Douglas,9,64.9
NE,31,Douglas,10,52.9
NE,31,Douglas,11,38.5
NE,31,Douglas,12,26.0
NE,31,Dundy,1,28.2
NE,31,Dundy,2,31.4
NE,31,Dundy,3,39.7
NE,31,Dundy,4,48.8
NE,31,Dundy,5,59.2
NE,31,Dundy,6,69.7
NE,31,Dundy,7,75.9
NE,31,Dundy,8,73.9
NE,31,Dundy,9,64.2
NE,31,Dundy,10,51.2
NE,31,Dundy,11,38.5
NE,31,Dundy,12,28.7
NE,31,Fillmore,1,24.7
NE,31,Fillmore,2,28.9
NE,31,Fillmore,3,39.3
NE,31,Fillmore,4,50.7
NE,31,Fillmore,5,61.4
NE,31,Fillmore,6,71.4
NE,31,Fillmore,7,76.1
NE,31,Fillmore,8,74.0
NE,31,Fillmore,9,65.2
NE,31,Fillmore,10,53.0
NE,31,Fillmore,11,38.8
NE,31,Fillmore,12,27.1
NE,31,Franklin,1,25.6
NE,31,Franklin,2,29.5
NE,31,Franklin,3,39.2
NE,31,Franklin,4,50.1
NE,31,Franklin,5,60.5
NE,31,Franklin,6,70.8
NE,31,Franklin,7,76.3
NE,31,Franklin,8,74.1
NE,31,Franklin,9,64.8
NE,31,Franklin,10,52.2
NE,31,Franklin,11,38.3
NE,31,Franklin,12,27.1
NE,31,Frontier,1,26.2
NE,31,Frontier,2,29.7
NE,31,Frontier,3,38.7
NE,31,Frontier,4,48.8
NE,31,Frontier,5,59.2
NE,31,Frontier,6,69.4
NE,31,Frontier,7,75.4
NE,31,Frontier,8,73.4
NE,31,Frontier,9,63.8
NE,31,Frontier,10,51.0
NE,31,Frontier,11,37.8
NE,31,Frontier,12,27.4
NE,31,Furnas,1,26.8
NE,31,Furnas,2,30.6
NE,31,Furnas,3,40.0
NE,31,Furnas,4,50.4
NE,31,Furnas,5,60.7
NE,31,Furnas,6,71.1
NE,31,Furnas,7,76.8
NE,31,Furnas,8,74.8
NE,31,Furnas,9,65.4
NE,31,Furnas,10,52.5
NE,31,Furnas,11,38.7
NE,31,Furnas,12,27.8
NE,31,Gage,1,24.9
NE,31,Gage,2,29.2
NE,31,Gage,3,40.0
NE,31,Gage,4,51.2
NE,31,Gage,5,61.8
NE,31,Gage,6,71.9
NE,31,Gage,7,77.0
NE,31,Gage,8,74.9
NE,31,Gage,9,65.9
NE,31,Gage,10,53.7
NE,31,Gage,11,39.7
NE,31,Gage,12,27.6
NE,31,Garden,1,26.8
NE,31,Garden,2,29.9
NE,31,Garden,3,38.0
NE,31,Garden,4,46.9
NE,31,Garden,5,56.9
NE,31,Garden,6,66.9
NE,31,Garden,7,73.9
NE,31,Garden,8,72.1
NE,31,Garden,9,62.0
NE,31,Garden,10,49.2
NE,31,Garden,11,36.5
NE,31,Garden,12,26.7
NE,31,Garfield,1,22.7
NE,31,Garfield,2,26.5
NE,31,Garfield,3,36.0
NE,31,Garfield,4,47.2
NE,31,Garfield,5,57.9
NE,31,Garfield,6,67.9
NE,31,Garfield,7,73.7
NE,31,Garfield,8,71.8
NE,31,Garfield,9,62.0
NE,31,Garfield,10,49.3
NE,31,Garfield,11,35.3
NE,31,Garfield,12,24.4
NE,31,Gosper,1,25.9
NE,31,Gosper,2,29.5
NE,31,Gosper,3,38.9
NE,31,Gosper,4,49.2
NE,31,Gosper,5,59.6
NE,31,Gosper,6,69.8
NE,31,Gosper,7,75.2
NE,31,Gosper,8,73.0
NE,31,Gosper,9,63.8
NE,31,Gosper,10,51.3
NE,31,Gosper,11,37.8
NE,31,Gosper,12,27.1
NE,31,Grant,1,25.0
NE,31,Grant,2,28.0
NE,31,Grant,3,36.3
NE,31,Grant,4,45.4
NE,31,Grant,5,55.9
NE,31,Grant,6,65.7
NE,31,Grant,7,72.7
NE,31,Grant,8,71.0
NE,31,Grant,9,60.8
NE,31,Grant,10,47.9
NE,31,Grant,11,35.4
NE,31,Grant,12,25.5
NE,31,Greeley,1,22.5
NE,31,Greeley,2,26.6
NE,31,Greeley,3,36.5
NE,31,Greeley,4,47.8
NE,31,Greeley,5,58.6
NE,31,Greeley,6,68.7
NE,31,Greeley,7,74.1
NE,31,Greeley,8,72.0
NE,31,Greeley,9,62.5
NE,31,Greeley,10,49.9
NE,31,Greeley,11,35.9
NE,31,Greeley,12,24.7
NE,31,Hall,1,24.5
NE,31,Hall,2,28.4
NE,31,Hall,3,38.2
NE,31,Hall,4,49.7
NE,31,Hall,5,60.5
NE,31,Hall,6,70.8
NE,31,Hall,7,75.8
NE,31,Hall,8,73.6
NE,31,Hall,9,64.5
NE,31,Hall,10,52.0
NE,31,Hall,11,38.0
NE,31,Hall,12,26.6
NE,31,Hamilton,1,24.3
NE,31,Hamilton,2,28.3
NE,31,Hamilton,3,38.4
NE,31,Hamilton,4,49.9
NE,31,Hamilton,5,60.9
NE,31,Hamilton,6,70.9
NE,31,Hamilton,7,75.5
NE,31,Hamilton,8,73.5
NE,31,Hamilton,9,64.6
NE,31,Hamilton,10,52.2
NE,31,Hamilton,11,38.1
NE,31,Hamilton,12,26.6
NE,31,Harlan,1,26.2
NE,31,Harlan,2,30.2
NE,31,Harlan,3,39.8
NE,31,Harlan,4,50.5
NE,31,Harlan,5,60.7
NE,31,Harlan,6,71.0
NE,31,Harlan,7,76.6
NE,31,Harlan,8,74.5
NE,31,Harlan,9,65.3
NE,31,Harlan,10,52.6
NE,31,Harlan,11,38.8
NE,31,Harlan,12,27.5
NE,31,Hayes,1,27.1
NE,31,Hayes,2,30.5
NE,31,Hayes,3,38.9
NE,31,Hayes,4,48.4
NE,31,Hayes,5,58.7
NE,31,Hayes,6,69.0
NE,31,Hayes,7,75.3
NE,31,Hayes,8,73.5
NE,31,Hayes,9,63.8
NE,31,Hayes,10,51.0
NE,31,Hayes,11,37.8
NE,31,Hayes,12,27.7
NE,31,Hitchcock,1,27.6
NE,31,Hitchcock,2,31.1
NE,31,Hitchcock,3,39.8
NE,31,Hitchcock,4,49.3
NE,31,Hitchcock,5,59.8
NE,31,Hitchcock,6,70.2
NE,31,Hitchcock,7,76.4
NE,31,Hitchcock,8,74.6
NE,31,Hitchcock,9,64.8
NE,31,Hitchcock,10,51.8
NE,31,Hitchcock,11,38.6
NE,31,Hitchcock,12,28.4
NE,31,Holt,1,22.2
NE,31,Holt,2,25.9
NE,31,Holt,3,35.5
NE,31,Holt,4,47.1
NE,31,Holt,5,58.2
NE,31,Holt,6,68.3
NE,31,Holt,7,74.2
NE,31,Holt,8,72.4
NE,31,Holt,9,62.5
NE,31,Holt,10,49.7
NE,31,Holt,11,35.5
NE,31,Holt,12,24.0
NE,31,Hooker,1,25.3
NE,31,Hooker,2,28.3
NE,31,Hooker,3,36.5
NE,31,Hooker,4,45.9
NE,31,Hooker,5,56.5
NE,31,Hooker,6,66.3
NE,31,Hooker,7,73.2
NE,31,Hooker,8,71.5
NE,31,Hooker,9,61.4
NE,31,Hooker,10,48.7
NE,31,Hooker,11,35.9
NE,31,Hooker,12,26.1
NE,31,Howard,1,23.9
NE,31,Howard,2,27.9
NE,31,Howard,3,37.9
NE,31,Howard,4,49.3
NE,31,Howard,5,60.0
NE,31,Howard,6,70.1
NE,31,Howard,7,75.3
NE,31,Howard,8,73.3
NE,31,Howard,9,63.9
NE,31,Howard,10,51.4
NE,31,Howard,11,37.2
NE,31,Howard,12,25.9
NE,31,Jefferson,1,25.4
NE,31,Jefferson,2,29.6
NE,31,Jefferson,3,40.3
NE,31,Jefferson,4,51.2
NE,31,Jefferson,5,61.7
NE,31,Jefferson,6,71.8
NE,31,Jefferson,7,77.1
NE,31,Jefferson,8,75.0
NE,31,Jefferson,9,66.0
NE,31,Jefferson,10,53.7
NE,31,Jefferson,11,39.8
NE,31,Jefferson,12,27.9
NE,31,Johnson,1,24.4
NE,31,Johnson,2,28.9
NE,31,Johnson,3,39.9
NE,31,Johnson,4,51.2
NE,31,Johnson,5,61.9
NE,31,Johnson,6,71.9
NE,31,Johnson,7,76.9
NE,31,Johnson,8,74.8
NE,31,Johnson,9,65.7
NE,31,Johnson,10,53.5
NE,31,Johnson,11,39.7
NE,31,Johnson,12,27.4
NE,31,Kearney,1,25.3
NE,31,Kearney,2,29.1
NE,31,Kearney,3,38.8
NE,31,Kearney,4,49.9
NE,31,Kearney,5,60.4
NE,31,Kearney,6,70.6
NE,31,Kearney,7,75.9
NE,31,Kearney,8,73.7
NE,31,Kearney,9,64.6
NE,31,Kearney,10,52.1
NE,31,Kearney,11,38.1
NE,31,Kearney,12,26.9
NE,31,Keith,1,26.7
NE,31,Keith,2,30.0
NE,31,Keith,3,38.5
NE,31,Keith,4,47.7
NE,31,Keith,5,58.0
NE,31,Keith,6,68.3
NE,31,Keith,7,74.8
NE,31,Keith,8,73.1
NE,31,Keith,9,63.1
NE,31,Keith,10,50.2
NE,31,Keith,11,37.1
NE,31,Keith,12,27.2
NE,31,Keya Paha,1,22.7
NE,31,Keya Paha,2,26.1
NE,31,Keya Paha,3,35.0
NE,31,Keya Paha,4,46.2
NE,31,Keya Paha,5,57.4
NE,31,Keya Paha,6,67.5
NE,31,Keya Paha,7,74.2
NE,31,Keya Paha,8,72.5
NE,31,Keya Paha,9,62.5
NE,31,Keya Paha,10,49.3
NE,31,Keya Paha,11,35.3
NE,31,Keya Paha,12,24.4
NE,31,Kimball,1,27.4
NE,31,Kimball,2,29.0
NE,31,Kimball,3,36.4
NE,31,Kimball,4,44.1
NE,31,Kimball,5,53.8
NE,31,Kimball,6,64.0
NE,31,Kimball,7,71.3
NE,31,Kimball,8,69.3
NE,31,Kimball,9,59.7
NE,31,Kimball,10,47.0
NE,31,Kimball,11,35.3
NE,31,Kimball,12,26.7
NE,31,Knox,1,21.3
NE,31,Knox,2,25.4
NE,31,Knox,3,35.7
NE,31,Knox,4,47.9
NE,31,Knox,5,59.2
NE,31,Knox,6,69.3
NE,31,Knox,7,74.4
NE,31,Knox,8,72.6
NE,31,Knox,9,63.6
NE,31,Knox,10,50.2
NE,31,Knox,11,35.6
NE,31,Knox,12,23.1
NE,31,Lancaster,1,24.2
NE,31,Lancaster,2,28.5
NE,31,Lancaster,3,39.3
NE,31,Lancaster,4,51.0
NE,31,Lancaster,5,61.6
NE,31,Lancaster,6,71.8
NE,31,Lancaster,7,76.9
NE,31,Lancaster,8,74.7
NE,31,Lancaster,9,65.7
NE,31,Lancaster,10,53.4
NE,31,Lancaster,11,39.2
NE,31,Lancaster,12,27.0
NE,31,Lincoln,1,25.6
NE,31,Lincoln,2,29.1
NE,31,Lincoln,3,37.8
NE,31,Lincoln,4,47.6
NE,31,Lincoln,5,58.0
NE,31,Lincoln,6,68.2
NE,31,Lincoln,7,74.5
NE,31,Lincoln,8,72.6
NE,31,Lincoln,9,62.9
NE,31,Lincoln,10,50.1
NE,31,Lincoln,11,36.8
NE,31,Lincoln,12,26.5
NE,31,Logan,1,24.7
NE,31,Logan,2,28.1
NE,31,Logan,3,36.8
NE,31,Logan,4,46.9
NE,31,Logan,5,57.4
NE,31,Logan,6,67.3
NE,31,Logan,7,73.7
NE,31,Logan,8,72.0
NE,31,Logan,9,62.1
NE,31,Logan,10,49.3
NE,31,Logan,11,36.0
NE,31,Logan,12,25.6
NE,31,Loup,1,23.2
NE,31,Loup,2,26.9
NE,31,Loup,3,36.2
NE,31,Loup,4,47.3
NE,31,Loup,5,58.0
NE,31,Loup,6,67.8
NE,31,Loup,7,73.7
NE,31,Loup,8,72.1
NE,31,Loup,9,62.0
NE,31,Loup,10,49.2
NE,31,Loup,11,35.4
NE,31,Loup,12,24.8
NE,31,McPherson,1,25.4
NE,31,McPherson,2,28.5
NE,31,McPherson,3,37.0
NE,31,McPherson,4,46.5
NE,31,McPherson,5,57.1
NE,31,McPherson,6,67.1
NE,31,McPherson,7,73.8
NE,31,McPherson,8,72.1
NE,31,McPherson,9,62.0
NE,31,McPherson,10,49.3
NE,31,McPherson,11,36.3
NE,31,McPherson,12,26.2
NE,31,Madison,1,21.6
NE,31,Madison,2,25.7
NE,31,Madison,3,35.9
NE,31,Madison,4,47.9
NE,31,Madison,5,59.2
NE,31,Madison,6,69.2
NE,31,Madison,7,73.9
NE,31,Madison,8,71.7
NE,31,Madison,9,62.5
NE,31,Madison,10,50.1
NE,31,Madison,11,35.8
NE,31,Madison,12,23.9
NE,31,Merrick,1,24.1
NE,31,Merrick,2,28.2
NE,31,Merrick,3,38.5
NE,31,Merrick,4,50.3
NE,31,Merrick,5,61.2
NE,31,Merrick,6,71.1
NE,31,Merrick,7,75.8
NE,31,Merrick,8,73.7
NE,31,Merrick,9,64.9
NE,31,Merrick,10,52.4
NE,31,Merrick,11,38.0
NE,31,Merrick,12,26.3
NE,31,Morrill,1,27.2
NE,31,Morrill,2,29.7
NE,31,Morrill,3,37.8
NE,31,Morrill,4,46.4
NE,31,Morrill,5,56.6
NE,31,Morrill,6,66.8
NE,31,Morrill,7,73.9
NE,31,Morrill,8,72.0
NE,31,Morrill,9,61.6
NE,31,Morrill,10,48.6
NE,31,Morrill,11,36.0
NE,31,Morrill,12,26.4
NE,31,Nance,1,23.2
NE,31,Nance,2,27.3
NE,31,Nance,3,37.6
NE,31,Nance,4,49.4
NE,31,Nance,5,60.2
NE,31,Nance,6,70.2
NE,31,Nance,7,75.0
NE,31,Nance,8,72.8
NE,31,Nance,9,63.9
NE,31,Nance,10,51.5
NE,31,Nance,11,37.1
NE,31,Nance,12,25.5
NE,31,Nemaha,1,24.6
NE,31,Nemaha,2,29.2
NE,31,Nemaha,3,40.3
NE,31,Nemaha,4,51.9
NE,31,Nemaha,5,62.6
NE,31,Nemaha,6,72.4
NE,31,Nemaha,7,76.9
NE,31,Nemaha,8,74.8
NE,31,Nemaha,9,66.1
NE,31,Nemaha,10,54.1
NE,31,Nemaha,11,40.3
NE,31,Nemaha,12,27.7
NE,31,Nuckolls,1,25.2
NE,31,Nuckolls,2,29.4
NE,31,Nuckolls,3,39.6
NE,31,Nuckolls,4,50.6
NE,31,Nuckolls,5,61.0
NE,31,Nuckolls,6,71.4
NE,31,Nuckolls,7,76.6
NE,31,Nuckolls,8,74.4
NE,31,Nuckolls,9,65.3
NE,31,Nuckolls,10,52.9
NE,31,Nuckolls,11,39.0
NE,31,Nuckolls,12,27.3
NE,31,Otoe,1,24.2
NE,31,Otoe,2,28.6
NE,31,Otoe,3,39.6
NE,31,Otoe,4,51.3
NE,31,Otoe,5,61.9
NE,31,Otoe,6,72.0
NE,31,Otoe,7,76.7
NE,31,Otoe,8,74.5
NE,31,Otoe,9,65.6
NE,31,Otoe,10,53.6
NE,31,Otoe,11,39.6
NE,31,Otoe,12,27.3
NE,31,Pawnee,1,25.1
NE,31,Pawnee,2,29.6
NE,31,Pawnee,3,40.5
NE,31,Pawnee,4,51.8
NE,31,Pawnee,5,62.3
NE,31,Pawnee,6,72.1
NE,31,Pawnee,7,77.1
NE,31,Pawnee,8,75.2
NE,31,Pawnee,9,66.1
NE,31,Pawnee,10,54.1
NE,31,Pawnee,11,40.3
NE,31,Pawnee,12,28.1
NE,31,Perkins,1,26.9
NE,31,Perkins,2,30.3
NE,31,Perkins,3,38.8
NE,31,Perkins,4,48.0
NE,31,Perkins,5,58.2
NE,31,Perkins,6,68.5
NE,31,Perkins,7,74.9
NE,31,Perkins,8,73.1
NE,31,Perkins,9,63.2
NE,31,Perkins,10,50.4
NE,31,Perkins,11,37.3
NE,31,Perkins,12,27.5
NE,31,Phelps,1,25.8
NE,31,Phelps,2,29.5
NE,31,Phelps,3,38.8
NE,31,Phelps,4,49.4
NE,31,Phelps,5,59.8
NE,31,Phelps,6,70.0
NE,31,Phelps,7,75.2
NE,31,Phelps,8,73.0
NE,31,Phelps,9,64.0
NE,31,Phelps,10,51.7
NE,31,Phelps,11,37.9
NE,31,Phelps,12,27.1
NE,31,Pierce,1,21.5
NE,31,Pierce,2,25.7
NE,31,Pierce,3,36.0
NE,31,Pierce,4,48.1
NE,31,Pierce,5,59.4
NE,31,Pierce,6,69.5
NE,31,Pierce,7,74.4
NE,31,Pierce,8,72.5
NE,31,Pierce,9,63.2
NE,31,Pierce,10,50.3
NE,31,Pierce,11,35.5
NE,31,Pierce,12,23.4
NE,31,Platte,1,22.0
NE,31,Platte,2,26.2
NE,31,Platte,3,36.5
NE,31,Platte,4,48.6
NE,31,Platte,5,59.8
NE,31,Platte,6,69.9
NE,31,Platte,7,74.5
NE,31,Platte,8,72.2
NE,31,Platte,9,63.2
NE,31,Platte,10,50.8
NE,31,Platte,11,36.3
NE,31,Platte,12,24.4
NE,31,Polk,1,23.5
NE,31,Polk,2,27.7
NE,31,Polk,3,38.2
NE,31,Polk,4,50.1
NE,31,Polk,5,61.1
NE,31,Polk,6,71.1
NE,31,Polk,7,75.5
NE,31,Polk,8,73.4
NE,31,Polk,9,64.6
NE,31,Polk,10,52.1
NE,31,Polk,11,37.8
NE,31,Polk,12,25.9
NE,31,Red Willow,1,27.1
NE,31,Red Willow,2,30.7
NE,31,Red Willow,3,39.7
NE,31,Red Willow,4,49.6
NE,31,Red Willow,5,60.0
NE,31,Red Willow,6,70.4
NE,31,Red Willow,7,76.4
NE,31,Red Willow,8,74.4
NE,31,Red Willow,9,64.7
NE,31,Red Willow,10,51.8
NE,31,Red Willow,11,38.5
NE,31,Red Willow,12,28.1
NE,31,Richardson,1,25.3
NE,31,Richardson,2,29.8
NE,31,Richardson,3,40.7
NE,31,Richardson,4,52.2
NE,31,Richardson,5,62.9
NE,31,Richardson,6,72.6
NE,31,Richardson,7,77.1
NE,31,Richardson,8,75.0
NE,31,Richardson,9,66.2
NE,31,Richardson,10,54.4
NE,31,Richardson,11,40.7
NE,31,Richardson,12,28.3
NE,31,Rock,1,23.0
NE,31,Rock,2,26.6
NE,31,Rock,3,35.6
NE,31,Rock,4,46.6
NE,31,Rock,5,57.5
NE,31,Rock,6,67.5
NE,31,Rock,7,73.9
NE,31,Rock,8,72.1
NE,31,Rock,9,62.2
NE,31,Rock,10,49.2
NE,31,Rock,11,35.5
NE,31,Rock,12,24.6
NE,31,Saline,1,24.7
NE,31,Saline,2,29.0
NE,31,Saline,3,39.6
NE,31,Saline,4,50.9
NE,31,Saline,5,61.5
NE,31,Saline,6,71.5
NE,31,Saline,7,76.5
NE,31,Saline,8,74.4
NE,31,Saline,9,65.5
NE,31,Saline,10,53.3
NE,31,Saline,11,39.1
NE,31,Saline,12,27.1
NE,31,Sarpy,1,23.3
NE,31,Sarpy,2,27.7
NE,31,Sarpy,3,38.8
NE,31,Sarpy,4,51.0
NE,31,Sarpy,5,61.8
NE,31,Sarpy,6,71.9
NE,31,Sarpy,7,76.3
NE,31,Sarpy,8,74.2
NE,31,Sarpy,9,65.3
NE,31,Sarpy,10,53.3
NE,31,Sarpy,11,39.1
NE,31,Sarpy,12,26.6
NE,31,Saunders,1,22.7
NE,31,Saunders,2,27.1
NE,31,Saunders,3,38.1
NE,31,Saunders,4,50.2
NE,31,Saunders,5,61.1
NE,31,Saunders,6,71.2
NE,31,Saunders,7,75.8
NE,31,Saunders,8,73.3
NE,31,Saunders,9,64.5
NE,31,Saunders,10,52.4
NE,31,Saunders,11,38.0
NE,31,Saunders,12,25.6
NE,31,Scotts Bluff,1,27.3
NE,31,Scotts Bluff,2,29.7
NE,31,Scotts Bluff,3,37.6
NE,31,Scotts Bluff,4,45.9
NE,31,Scotts Bluff,5,56.3
NE,31,Scotts Bluff,6,66.5
NE,31,Scotts Bluff,7,73.5
NE,31,Scotts Bluff,8,71.5
NE,31,Scotts Bluff,9,61.1
NE,31,Scotts Bluff,10,48.2
NE,31,Scotts Bluff,11,35.8
NE,31,Scotts Bluff,12,26.4
NE,31,Seward,1,23.9
NE,31,Seward,2,28.2
NE,31,Seward,3,38.8
NE,31,Seward,4,50.5
NE,31,Seward,5,61.5
NE,31,Seward,6,71.5
NE,31,Seward,7,76.3
NE,31,Seward,8,74.1
NE,31,Seward,9,65.2
NE,31,Seward,10,52.8
NE,31,Seward,11,38.5
NE,31,Seward,12,26.4
NE,31,Sheridan,1,24.2
NE,31,Sheridan,2,27.0
NE,31,Sheridan,3,35.5
NE,31,Sheridan,4,44.6
NE,31,Sheridan,5,55.0
NE,31,Sheridan,6,64.9
NE,31,Sheridan,7,72.6
NE,31,Sheridan,8,71.1
NE,31,Sheridan,9,60.4
NE,31,Sheridan,10,47.2
NE,31,Sheridan,11,34.1
NE,31,Sheridan,12,24.3
NE,31,Sherman,1,23.7
NE,31,Sherman,2,27.5
NE,31,Sherman,3,37.2
NE,31,Sherman,4,48.1
NE,31,Sherman,5,58.8
NE,31,Sherman,6,68.9
NE,31,Sherman,7,74.4
NE,31,Sherman,8,72.4
NE,31,Sherman,9,62.7
NE,31,Sherman,10,50.1
NE,31,Sherman,11,36.4
NE,31,Sherman,12,25.5
NE,31,Sioux,1,26.4
NE,31,Sioux,2,28.4
NE,31,Sioux,3,36.5
NE,31,Sioux,4,44.8
NE,31,Sioux,5,54.9
NE,31,Sioux,6,64.9
NE,31,Sioux,7,72.3
NE,31,Sioux,8,70.4
NE,31,Sioux,9,59.9
NE,31,Sioux,10,47.2
NE,31,Sioux,11,34.9
NE,31,Sioux,12,25.7
NE,31,Stanton,1,21.2
NE,31,Stanton,2,25.6
NE,31,Stanton,3,35.8
NE,31,Stanton,4,48.3
NE,31,Stanton,5,59.6
NE,31,Stanton,6,69.7
NE,31,Stanton,7,74.3
NE,31,Stanton,8,72.0
NE,31,Stanton,9,62.8
NE,31,Stanton,10,50.4
NE,31,Stanton,11,35.8
NE,31,Stanton,12,23.8
NE,31,Thayer,1,25.5
NE,31,Thayer,2,29.7
NE,31,Thayer,3,40.2
NE,31,Thayer,4,51.1
NE,31,Thayer,5,61.6
NE,31,Thayer,6,71.8
NE,31,Thayer,7,77.0
NE,31,Thayer,8,74.8
NE,31,Thayer,9,65.8
NE,31,Thayer,10,53.4
NE,31,Thayer,11,39.6
NE,31,Thayer,12,27.8
NE,31,Thomas,1,25.2
NE,31,Thomas,2,28.4
NE,31,Thomas,3,36.9
NE,31,Thomas,4,46.7
NE,31,Thomas,5,57.3
NE,31,Thomas,6,67.2
NE,31,Thomas,7,73.8
NE,31,Thomas,8,72.0
NE,31,Thomas,9,61.9
NE,31,Thomas,10,49.4
NE,31,Thomas,11,36.2
NE,31,Thomas,12,26.1
NE,31,Thurston,1,20.2
NE,31,Thurston,2,24.8
NE,31,Thurston,3,35.9
NE,31,Thurston,4,48.5
NE,31,Thurston,5,60.3
NE,31,Thurston,6,70.4
NE,31,Thurston,7,74.7
NE,31,Thurston,8,72.4
NE,31,Thurston,9,63.4
NE,31,Thurston,10,50.9
NE,31,Thurston,11,35.9
NE,31,Thurston,12,23.0
NE,31,Valley,1,23.2
NE,31,Valley,2,27.0
NE,31,Valley,3,36.7
NE,31,Valley,4,47.6
NE,31,Valley,5,58.4
NE,31,Valley,6,68.5
NE,31,Valley,7,74.1
NE,31,Valley,8,72.1
NE,31,Valley,9,62.4
NE,31,Valley,10,49.6
NE,31,Valley,11,35.9
NE,31,Valley,12,25.0
NE,31,Washington,1,22.2
NE,31,Washington,2,26.6
NE,31,Washington,3,37.8
NE,31,Washington,4,50.3
NE,31,Washington,5,61.2
NE,31,Washington,6,71.1
NE,31,Washington,7,75.5
NE,31,Washington,8,73.1
NE,31,Washington,9,64.4
NE,31,Washington,10,52.4
NE,31,Washington,11,38.0
NE,31,Washington,12,25.2
NE,31,Wayne,1,20.9
NE,31,Wayne,2,25.3
NE,31,Wayne,3,35.6
NE,31,Wayne,4,47.9
NE,31,Wayne,5,59.3
NE,31,Wayne,6,69.4
NE,31,Wayne,7,74.1
NE,31,Wayne,8,71.9
NE,31,Wayne,9,62.7
NE,31,Wayne,10,50.2
NE,31,Wayne,11,35.5
NE,31,Wayne,12,23.4
NE,31,Webster,1,24.6
NE,31,Webster,2,28.7
NE,31,Webster,3,38.6
NE,31,Webster,4,49.7
NE,31,Webster,5,60.3
NE,31,Webster,6,70.8
NE,31,Webster,7,76.3
NE,31,Webster,8,73.9
NE,31,Webster,9,64.7
NE,31,Webster,10,52.0
NE,31,Webster,11,38.0
NE,31,Webster,12,26.6
NE,31,Wheeler,1,22.2
NE,31,Wheeler,2,26.2
NE,31,Wheeler,3,35.9
NE,31,Wheeler,4,47.4
NE,31,Wheeler,5,58.3
NE,31,Wheeler,6,68.4
NE,31,Wheeler,7,74.0
NE,31,Wheeler,8,71.8
NE,31,Wheeler,9,62.3
NE,31,Wheeler,10,49.7
NE,31,Wheeler,11,35.7
NE,31,Wheeler,12,24.2
NE,31,York,1,24.1
NE,31,York,2,28.2
NE,31,York,3,38.6
NE,31,York,4,50.2
NE,31,York,5,61.3
NE,31,York,6,71.5
NE,31,York,7,76.1
NE,31,York,8,73.8
NE,31,York,9,64.9
